商家,区域,商圈,星级,服务,价格,销量
张家港塘市音乐派量贩ktv,张家港市,杨舍镇,5.0,周一至周日下午场欢唱套餐,33,394
帝伦时尚ktv,张家港市,杨舍镇,5.0,黄金场欢唱,19.9,303
宝乐迪量贩KTV,张家港市,杨舍镇,5.0,阳光场欢唱券,18,238
好声音酒吧量贩式KTV（锦丰）,张家港市,锦丰镇,5.0,小包黄金档欢唱6小时,108,206
梦之声量贩式KTV,张家港市,杨舍镇,5.0,周一至周日12:00~18:00六小时欢唱,38,138
好声音量贩式KTV,张家港市,杨舍镇,5.0,全天档阳光场欢唱6小时+茶水套餐,56,137
天上人间量贩KTV,张家港市,杨舍镇,4.9,黄金档大包9小时欢唱券,139,79
好声音音乐茶座,张家港市,合兴镇,4.1,下午档小包5小时欢唱,48,67
合兴糖果量贩式ktv（永盛广场店）,张家港市,合兴镇,5.0,啤酒套餐 A+小包欢唱2小时套餐,129,50
NO.1自助KTV,姑苏区,来客茂生活广场,5.0,欢唱套餐,28,22871
牧歌纯K（天虹CC MALL石路店）,姑苏区,新苏天地,5.0,周一至周日多时段欢唱券,19.9,8116
牧歌KTV（石路店）,姑苏区,石路地区,5.0,欢唱券1张,59,6349
牧歌KTV（观前店）,姑苏区,观前街地区,4.9,欢唱时段3选1,59,4003
普乐迪（普乐星）量贩KTV（观前街一店）,姑苏区,观前街地区,4.5,周一至周日白天档/黄金档/夜猫档3选1欢唱+酒水小食套餐,128,1917
海乐迪量贩式KTV（石路店）,姑苏区,新苏天地,4.9,周一至周日12:00-04:00小包和中包欢唱,19.9,1869
普乐迪（普乐星）量贩KTV（观前街二店）,姑苏区,观前街地区,5.0,白天档/黄金档/夜猫档3选1欢唱套餐+酒水小吃套餐,198,1063
星聚会KTV（沧浪新城店）,姑苏区,亿象城/世茂,5.0,周一至周日白天档/午夜档2选1欢唱套餐,39,833
朗庭纯K量贩式KTV（广济南路店）,姑苏区,西城永捷/艾美,5.0,欢唱套餐,208,788
卡乐弗自助KTV（宝带西路店）,姑苏区,亿象城/世茂,4.1,周一至周日 白天档/午夜档欢唱套餐,28.8,673
美乐迪主题KTV（金门店）,姑苏区,西环路沿线,5.0,周一至周日12:00-05:00全时段欢唱3选1套餐,28,495
HI歌时尚量贩式KTV（富邻商业广场店）,姑苏区,虎丘景区,4.4,下午场欢唱套餐,19.9,113
首秀量贩式ktv（汇邻广场店）,姑苏区,南门,5.0,周一至周日白天档和午夜档欢唱套餐,39.9,84
歌畅量贩式ktv,姑苏区,姑苏区,4.6,周一至周日黄金档18:00-02:00欢唱套餐,280,8
光影星播客多功能厅,姑苏区,十全街/凤凰街,4.0,2小时豪华大包K歌/观影,368,1
